State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Maryland,3/23/2019,"2,923",3/16/2019,"28,913","2,526,008",1.14
Maryland,3/30/2019,"2,396",3/23/2019,"28,207","2,526,008",1.12
Maryland,4/6/2019,"2,482",3/30/2019,"26,559","2,526,008",1.05
Maryland,4/13/2019,"2,780",4/6/2019,"25,494","2,535,812",1.01
Maryland,4/20/2019,"3,257",4/13/2019,"24,780","2,535,812",0.98
Maryland,4/27/2019,"2,532",4/20/2019,"25,013","2,535,812",0.99
Maryland,5/4/2019,"2,435",4/27/2019,"23,732","2,535,812",0.94
Maryland,5/11/2019,"2,503",5/4/2019,"23,197","2,535,812",0.91
Maryland,5/18/2019,"2,712",5/11/2019,"21,892","2,535,812",0.86
Maryland,5/25/2019,"3,174",5/18/2019,"24,632","2,535,812",0.97
Maryland,6/1/2019,"2,630",5/25/2019,"25,059","2,535,812",0.99
Maryland,6/8/2019,"3,060",6/1/2019,"25,252","2,535,812",1
Maryland,6/15/2019,"3,360",6/8/2019,"25,397","2,535,812",1
Maryland,6/22/2019,"5,100",6/15/2019,"25,762","2,535,812",1.02
Maryland,6/29/2019,"3,897",6/22/2019,"27,803","2,535,812",1.1
Maryland,7/6/2019,"3,155",6/29/2019,"28,630","2,535,812",1.13
Maryland,7/13/2019,"3,102",7/6/2019,"29,481","2,542,023",1.16
Maryland,7/20/2019,"2,900",7/13/2019,"28,817","2,542,023",1.13
Maryland,7/27/2019,"2,757",7/20/2019,"28,894","2,542,023",1.14
Maryland,8/3/2019,"3,175",7/27/2019,"28,805","2,542,023",1.13
Maryland,8/10/2019,"3,101",8/3/2019,"28,987","2,542,023",1.14
Maryland,8/17/2019,"2,800",8/10/2019,"29,301","2,542,023",1.15
Maryland,8/24/2019,"2,706",8/17/2019,"28,962","2,542,023",1.14
Maryland,8/31/2019,"2,513",8/24/2019,"28,495","2,542,023",1.12
Maryland,9/7/2019,"2,502",8/31/2019,"26,541","2,542,023",1.04
Maryland,9/14/2019,"2,621",9/7/2019,"23,672","2,542,023",0.93
Maryland,9/21/2019,"2,469",9/14/2019,"23,084","2,542,023",0.91
Maryland,9/28/2019,"2,565",9/21/2019,"22,826","2,542,023",0.9
Maryland,10/5/2019,"2,678",9/28/2019,"21,017","2,542,023",0.83
Maryland,10/12/2019,"2,873",10/5/2019,"21,072","2,547,265",0.83
Maryland,10/19/2019,"2,502",10/12/2019,"21,097","2,547,265",0.83
Maryland,10/26/2019,"2,768",10/19/2019,"21,327","2,547,265",0.84
Maryland,11/2/2019,"2,872",10/26/2019,"21,654","2,547,265",0.85
Maryland,11/9/2019,"3,242",11/2/2019,"21,922","2,547,265",0.86
Maryland,11/16/2019,"2,803",11/9/2019,"22,346","2,547,265",0.88
Maryland,11/23/2019,"3,007",11/16/2019,"22,771","2,547,265",0.89
Maryland,11/30/2019,"2,951",11/23/2019,"22,187","2,547,265",0.87
Maryland,12/7/2019,"4,055",11/30/2019,"24,529","2,547,265",0.96
Maryland,12/14/2019,"3,476",12/7/2019,"24,063","2,547,265",0.94
Maryland,12/21/2019,"4,706",12/14/2019,"24,682","2,547,265",0.97
Maryland,12/28/2019,"6,222",12/21/2019,"25,879","2,547,265",1.02
Maryland,1/4/2020,"3,997",12/28/2019,"30,571","2,547,265",1.2
Maryland,1/11/2020,"4,627",1/4/2020,"31,292","2,549,408",1.23
Maryland,1/18/2020,"3,739",1/11/2020,"29,203","2,549,408",1.15
Maryland,1/25/2020,"3,283",1/18/2020,"29,231","2,549,408",1.15
Maryland,2/1/2020,"3,203",1/25/2020,"29,788","2,549,408",1.17
Maryland,2/8/2020,"3,150",2/1/2020,"29,342","2,549,408",1.15
Maryland,2/15/2020,"3,048",2/8/2020,"29,219","2,549,408",1.15
Maryland,2/22/2020,"2,700",2/15/2020,"29,095","2,549,408",1.14
Maryland,2/29/2020,"2,626",2/22/2020,"28,412","2,549,408",1.11
Maryland,3/7/2020,"2,675",2/29/2020,"28,061","2,549,408",1.1
Maryland,3/14/2020,"3,864",3/7/2020,"27,039","2,549,408",1.06
Maryland,3/21/2020,"42,982",3/14/2020,"26,460","2,549,408",1.04
Maryland,3/28/2020,"85,377",3/21/2020,"47,954","2,549,408",1.88
Maryland,4/4/2020,"109,653",3/28/2020,"92,090","2,549,408",3.61
Maryland,4/11/2020,"63,235",4/4/2020,"160,897","2,555,073",6.3
Maryland,4/18/2020,"48,570",4/11/2020,"201,435","2,555,073",7.88
Maryland,4/25/2020,"37,995",4/18/2020,"224,315","2,555,073",8.78
Maryland,5/2/2020,"63,305",4/25/2020,"227,043","2,555,073",8.89
Maryland,5/9/2020,"45,664",5/2/2020,"254,713","2,555,073",9.97
Maryland,5/16/2020,"35,346",5/9/2020,"253,518","2,555,073",9.92
Maryland,5/23/2020,"34,048",5/16/2020,"255,313","2,555,073",9.99
Maryland,5/30/2020,"31,967",5/23/2020,"246,815","2,555,073",9.66
Maryland,6/6/2020,"41,695",5/30/2020,"247,237","2,555,073",9.68
Maryland,6/13/2020,"23,465",6/6/2020,"250,568","2,555,073",9.81
Maryland,6/20/2020,"32,583",6/13/2020,"244,172","2,555,073",9.56
Maryland,6/27/2020,"22,628",6/20/2020,"233,592","2,555,073",9.14
Maryland,7/4/2020,"33,230",6/27/2020,"246,727","2,555,073",9.66
Maryland,7/11/2020,"19,516",7/4/2020,"234,264","2,551,522",9.18
Maryland,7/18/2020,"17,242",7/11/2020,"232,305","2,551,522",9.1
Maryland,7/25/2020,"13,038",7/18/2020,"219,029","2,551,522",8.58
Maryland,8/1/2020,"10,835",7/25/2020,"203,445","2,551,522",7.97
Maryland,8/8/2020,"8,892",8/1/2020,"194,391","2,551,522",7.62
South Dakota,1/3/2015,508,12/27/2014,"3,365","395,096",0.85
South Dakota,1/10/2015,723,1/3/2015,"3,706","396,828",0.93
South Dakota,1/17/2015,447,1/10/2015,"3,808","396,828",0.96
South Dakota,1/24/2015,327,1/17/2015,"3,714","396,828",0.94
South Dakota,1/31/2015,299,1/24/2015,"3,700","396,828",0.93
South Dakota,2/7/2015,311,1/31/2015,"3,681","396,828",0.93
South Dakota,2/14/2015,271,2/7/2015,"3,728","396,828",0.94
South Dakota,2/21/2015,240,2/14/2015,"3,669","396,828",0.92
South Dakota,2/28/2015,281,2/21/2015,"3,665","396,828",0.92
South Dakota,3/7/2015,257,2/28/2015,"3,686","396,828",0.93
South Dakota,3/14/2015,278,3/7/2015,"3,507","396,828",0.88
South Dakota,3/21/2015,247,3/14/2015,"3,213","396,828",0.81
South Dakota,3/28/2015,198,3/21/2015,"2,935","396,828",0.74
South Dakota,4/4/2015,170,3/28/2015,"2,666","396,828",0.67
South Dakota,4/11/2015,239,4/4/2015,"2,220","398,508",0.56
South Dakota,4/18/2015,176,4/11/2015,"2,096","398,508",0.53
South Dakota,4/25/2015,220,4/18/2015,"1,624","398,508",0.41
South Dakota,5/2/2015,172,4/25/2015,"1,589","398,508",0.4
South Dakota,5/9/2015,191,5/2/2015,"1,470","398,508",0.37
South Dakota,5/16/2015,292,5/9/2015,"1,330","398,508",0.33
South Dakota,5/23/2015,264,5/16/2015,"1,369","398,508",0.34
South Dakota,5/30/2015,273,5/23/2015,"1,282","398,508",0.32
South Dakota,6/6/2015,277,5/30/2015,"1,486","398,508",0.37
South Dakota,6/13/2015,242,6/6/2015,"1,443","398,508",0.36
South Dakota,6/20/2015,222,6/13/2015,"1,443","398,508",0.36
South Dakota,6/27/2015,226,6/20/2015,"1,447","398,508",0.36
South Dakota,7/4/2015,163,6/27/2015,"1,500","398,508",0.38
South Dakota,7/11/2015,232,7/4/2015,"1,525","399,771",0.38
South Dakota,7/18/2015,193,7/11/2015,"1,436","399,771",0.36
South Dakota,7/25/2015,181,7/18/2015,"1,475","399,771",0.37
South Dakota,8/1/2015,184,7/25/2015,"1,481","399,771",0.37
South Dakota,8/8/2015,176,8/1/2015,"1,408","399,771",0.35
South Dakota,8/15/2015,170,8/8/2015,"1,392","399,771",0.35
South Dakota,8/22/2015,157,8/15/2015,"1,322","399,771",0.33
South Dakota,8/29/2015,186,8/22/2015,"1,260","399,771",0.32
South Dakota,9/5/2015,178,8/29/2015,"1,170","399,771",0.29
South Dakota,9/12/2015,163,9/5/2015,"1,093","399,771",0.27
South Dakota,9/19/2015,166,9/12/2015,"1,079","399,771",0.27
South Dakota,9/26/2015,174,9/19/2015,"1,021","399,771",0.26
South Dakota,10/3/2015,192,9/26/2015,938,"399,771",0.23
South Dakota,10/10/2015,234,10/3/2015,986,"401,160",0.25
South Dakota,10/17/2015,208,10/10/2015,975,"401,160",0.24
South Dakota,10/24/2015,244,10/17/2015,"1,020","401,160",0.25
South Dakota,10/31/2015,255,10/24/2015,"1,058","401,160",0.26
South Dakota,11/7/2015,414,10/31/2015,"1,127","401,160",0.28
South Dakota,11/14/2015,364,11/7/2015,"1,285","401,160",0.32
South Dakota,11/21/2015,561,11/14/2015,"1,452","401,160",0.36
South Dakota,11/28/2015,421,11/21/2015,"1,601","401,160",0.4
South Dakota,12/5/2015,725,11/28/2015,"2,128","401,160",0.53
South Dakota,12/12/2015,483,12/5/2015,"2,411","401,160",0.6
South Dakota,12/19/2015,571,12/12/2015,"2,581","401,160",0.64
South Dakota,12/26/2015,415,12/19/2015,"2,893","401,160",0.72
South Dakota,1/2/2016,394,12/26/2015,"3,090","401,160",0.77
South Dakota,1/9/2016,677,1/2/2016,"3,445","402,609",0.86
South Dakota,1/16/2016,437,1/9/2016,"3,527","402,609",0.88
South Dakota,1/23/2016,326,1/16/2016,"3,634","402,609",0.9
South Dakota,1/30/2016,300,1/23/2016,"3,700","402,609",0.92
South Dakota,2/6/2016,314,1/30/2016,"3,674","402,609",0.91
South Dakota,2/13/2016,241,2/6/2016,"3,670","402,609",0.91
South Dakota,2/20/2016,196,2/13/2016,"3,618","402,609",0.9
South Dakota,2/27/2016,216,2/20/2016,"3,556","402,609",0.88
South Dakota,3/5/2016,223,2/27/2016,"3,430","402,609",0.85
South Dakota,3/12/2016,232,3/5/2016,"3,237","402,609",0.8
South Dakota,3/19/2016,197,3/12/2016,"3,023","402,609",0.75
South Dakota,3/26/2016,166,3/19/2016,"2,770","402,609",0.69
South Dakota,4/2/2016,186,3/26/2016,"2,492","402,609",0.62
South Dakota,4/9/2016,230,4/2/2016,"2,376","403,615",0.59
South Dakota,4/16/2016,208,4/9/2016,"1,923","403,615",0.48
South Dakota,4/23/2016,183,4/16/2016,"1,657","403,615",0.41
South Dakota,4/30/2016,202,4/23/2016,"1,577","403,615",0.39
South Dakota,5/7/2016,204,4/30/2016,"1,536","403,615",0.38
South Dakota,5/14/2016,243,5/7/2016,"1,380","403,615",0.34
South Dakota,5/21/2016,261,5/14/2016,"1,281","403,615",0.32
South Dakota,5/28/2016,284,5/21/2016,"1,267","403,615",0.31
South Dakota,6/4/2016,244,5/28/2016,"1,297","403,615",0.32
South Dakota,6/11/2016,278,6/4/2016,"1,397","403,615",0.35
South Dakota,6/18/2016,218,6/11/2016,"1,489","403,615",0.37
South Dakota,6/25/2016,220,6/18/2016,"1,445","403,615",0.36
South Dakota,7/2/2016,202,6/25/2016,"1,435","403,615",0.36
South Dakota,7/9/2016,470,7/2/2016,"1,428","404,882",0.35
South Dakota,7/16/2016,249,7/9/2016,"1,679","404,882",0.41
South Dakota,7/23/2016,211,7/16/2016,"1,470","404,882",0.36
South Dakota,7/30/2016,205,7/23/2016,"1,443","404,882",0.36
South Dakota,8/6/2016,212,7/30/2016,"1,429","404,882",0.35
South Dakota,8/13/2016,204,8/6/2016,"1,301","404,882",0.32
South Dakota,8/20/2016,179,8/13/2016,"1,407","404,882",0.35
South Dakota,8/27/2016,163,8/20/2016,"1,349","404,882",0.33
South Dakota,9/3/2016,188,8/27/2016,"1,217","404,882",0.3
South Dakota,9/10/2016,188,9/3/2016,"1,153","404,882",0.28
South Dakota,9/17/2016,192,9/10/2016,"1,146","404,882",0.28
South Dakota,9/24/2016,143,9/17/2016,"1,091","404,882",0.27
South Dakota,10/1/2016,239,9/24/2016,"1,046","404,882",0.26
South Dakota,10/8/2016,333,10/1/2016,"1,046","405,873",0.26
South Dakota,10/15/2016,225,10/8/2016,"1,178","405,873",0.29
South Dakota,10/22/2016,247,10/15/2016,"1,163","405,873",0.29
South Dakota,10/29/2016,303,10/22/2016,"1,180","405,873",0.29
South Dakota,11/5/2016,343,10/29/2016,"1,245","405,873",0.31
South Dakota,11/12/2016,287,11/5/2016,"1,330","405,873",0.33
South Dakota,11/19/2016,462,11/12/2016,"1,551","405,873",0.38
South Dakota,11/26/2016,489,11/19/2016,"1,550","405,873",0.38
South Dakota,12/3/2016,747,11/26/2016,"2,150","405,873",0.53
South Dakota,12/10/2016,696,12/3/2016,"2,514","405,873",0.62
South Dakota,12/17/2016,643,12/10/2016,"2,855","405,873",0.7
South Dakota,12/24/2016,397,12/17/2016,"3,230","405,873",0.8
South Dakota,12/31/2016,365,12/24/2016,"3,335","405,873",0.82
South Dakota,1/7/2017,573,12/31/2016,"3,511","405,873",0.87
South Dakota,1/14/2017,450,1/7/2017,"3,890","406,850",0.96
South Dakota,1/21/2017,287,1/14/2017,"3,812","406,850",0.94
South Dakota,1/28/2017,327,1/21/2017,"3,828","406,850",0.94
South Dakota,2/4/2017,333,1/28/2017,"3,899","406,850",0.96
South Dakota,2/11/2017,358,2/4/2017,"3,918","406,850",0.96
South Dakota,2/18/2017,236,2/11/2017,"3,887","406,850",0.96
South Dakota,2/25/2017,177,2/18/2017,"3,742","406,850",0.92
South Dakota,3/4/2017,228,2/25/2017,"3,689","406,850",0.91
South Dakota,3/11/2017,210,3/4/2017,"3,603","406,850",0.89
South Dakota,3/18/2017,193,3/11/2017,"3,431","406,850",0.84
South Dakota,3/25/2017,180,3/18/2017,"3,273","406,850",0.8
South Dakota,4/1/2017,165,3/25/2017,"2,975","406,850",0.73
South Dakota,4/8/2017,197,4/1/2017,"2,601","408,289",0.64
South Dakota,4/15/2017,155,4/8/2017,"2,036","408,289",0.5
South Dakota,4/22/2017,179,4/15/2017,"1,900","408,289",0.47
South Dakota,4/29/2017,137,4/22/2017,"1,635","408,289",0.4
South Dakota,5/6/2017,167,4/29/2017,"1,478","408,289",0.36
South Dakota,5/13/2017,212,5/6/2017,"1,275","408,289",0.31
South Dakota,5/20/2017,187,5/13/2017,"1,235","408,289",0.3
South Dakota,5/27/2017,226,5/20/2017,"1,233","408,289",0.3
South Dakota,6/3/2017,204,5/27/2017,"1,179","408,289",0.29
South Dakota,6/10/2017,214,6/3/2017,"1,229","408,289",0.3
South Dakota,6/17/2017,178,6/10/2017,"1,314","408,289",0.32
South Dakota,6/24/2017,167,6/17/2017,"1,262","408,289",0.31
South Dakota,7/1/2017,180,6/24/2017,"1,275","408,289",0.31
South Dakota,7/8/2017,164,7/1/2017,"1,194","409,067",0.29
South Dakota,7/15/2017,195,7/8/2017,"1,313","409,067",0.32
South Dakota,7/22/2017,169,7/15/2017,"1,266","409,067",0.31
South Dakota,7/29/2017,175,7/22/2017,"1,243","409,067",0.3
South Dakota,8/5/2017,159,7/29/2017,"1,322","409,067",0.32
South Dakota,8/12/2017,159,8/5/2017,"1,259","409,067",0.31
South Dakota,8/19/2017,149,8/12/2017,"1,207","409,067",0.3
South Dakota,8/26/2017,157,8/19/2017,"1,114","409,067",0.27
South Dakota,9/2/2017,162,8/26/2017,985,"409,067",0.24
South Dakota,9/9/2017,139,9/2/2017,919,"409,067",0.22
South Dakota,9/16/2017,176,9/9/2017,893,"409,067",0.22
South Dakota,9/23/2017,156,9/16/2017,931,"409,067",0.23
South Dakota,9/30/2017,185,9/23/2017,910,"409,067",0.22
South Dakota,10/7/2017,217,9/30/2017,884,"409,067",0.22
South Dakota,10/14/2017,165,10/7/2017,918,"409,760",0.22
South Dakota,10/21/2017,231,10/14/2017,926,"409,760",0.23
South Dakota,10/28/2017,248,10/21/2017,"1,020","409,760",0.25
South Dakota,11/4/2017,305,10/28/2017,"1,076","409,760",0.26
South Dakota,11/11/2017,328,11/4/2017,"1,143","409,760",0.28
South Dakota,11/18/2017,397,11/11/2017,"1,411","409,760",0.34
South Dakota,11/25/2017,309,11/18/2017,"1,382","409,760",0.34
South Dakota,12/2/2017,516,11/25/2017,"1,799","409,760",0.44
South Dakota,12/9/2017,657,12/2/2017,"1,956","409,760",0.48
South Dakota,12/16/2017,434,12/9/2017,"2,458","409,760",0.6
South Dakota,12/23/2017,451,12/16/2017,"2,592","409,760",0.63
South Dakota,12/30/2017,480,12/23/2017,"2,721","409,760",0.66
South Dakota,1/6/2018,479,12/30/2017,"3,166","409,760",0.77
South Dakota,1/13/2018,484,1/6/2018,"3,369","410,381",0.82
South Dakota,1/20/2018,314,1/13/2018,"3,369","410,381",0.82
South Dakota,1/27/2018,264,1/20/2018,"3,494","410,381",0.85
South Dakota,2/3/2018,217,1/27/2018,"3,457","410,381",0.84
South Dakota,2/10/2018,241,2/3/2018,"3,494","410,381",0.85
South Dakota,2/17/2018,225,2/10/2018,"3,468","410,381",0.85
South Dakota,2/24/2018,220,2/17/2018,"3,411","410,381",0.83
South Dakota,3/3/2018,200,2/24/2018,"3,397","410,381",0.83
South Dakota,3/10/2018,206,3/3/2018,"3,287","410,381",0.8
South Dakota,3/17/2018,154,3/10/2018,"3,252","410,381",0.79
South Dakota,3/24/2018,158,3/17/2018,"3,088","410,381",0.75
South Dakota,3/31/2018,138,3/24/2018,"2,967","410,381",0.72
South Dakota,4/7/2018,193,3/31/2018,"2,669","410,381",0.65
South Dakota,4/14/2018,125,4/7/2018,"2,494","410,565",0.61
South Dakota,4/21/2018,157,4/14/2018,"2,281","410,565",0.56
South Dakota,4/28/2018,147,4/21/2018,"1,985","410,565",0.48
South Dakota,5/5/2018,150,4/28/2018,"1,607","410,565",0.39
South Dakota,5/12/2018,182,5/5/2018,"1,186","410,565",0.29
South Dakota,5/19/2018,174,5/12/2018,"1,127","410,565",0.27
South Dakota,5/26/2018,180,5/19/2018,"1,056","410,565",0.26
South Dakota,6/2/2018,174,5/26/2018,985,"410,565",0.24
South Dakota,6/9/2018,225,6/2/2018,"1,074","410,565",0.26
South Dakota,6/16/2018,176,6/9/2018,"1,075","410,565",0.26
South Dakota,6/23/2018,167,6/16/2018,"1,086","410,565",0.26
South Dakota,6/30/2018,158,6/23/2018,"1,132","410,565",0.28
South Dakota,7/7/2018,180,6/30/2018,"1,025","410,565",0.25
South Dakota,7/14/2018,163,7/7/2018,"1,176","411,314",0.29
South Dakota,7/21/2018,171,7/14/2018,"1,097","411,314",0.27
South Dakota,7/28/2018,134,7/21/2018,"1,178","411,314",0.29
South Dakota,8/4/2018,145,7/28/2018,"1,104","411,314",0.27
South Dakota,8/11/2018,120,8/4/2018,"1,076","411,314",0.26
South Dakota,8/18/2018,154,8/11/2018,"1,022","411,314",0.25
South Dakota,8/25/2018,131,8/18/2018,920,"411,314",0.22
South Dakota,9/1/2018,134,8/25/2018,828,"411,314",0.2
South Dakota,9/8/2018,135,9/1/2018,776,"411,314",0.19
South Dakota,9/15/2018,140,9/8/2018,792,"411,314",0.19
South Dakota,9/22/2018,136,9/15/2018,757,"411,314",0.18
South Dakota,9/29/2018,144,9/22/2018,772,"411,314",0.19
South Dakota,10/6/2018,159,9/29/2018,772,"411,314",0.19
South Dakota,10/13/2018,228,10/6/2018,806,"412,446",0.2
South Dakota,10/20/2018,202,10/13/2018,921,"412,446",0.22
South Dakota,10/27/2018,191,10/20/2018,833,"412,446",0.2
South Dakota,11/3/2018,230,10/27/2018,854,"412,446",0.21
South Dakota,11/10/2018,391,11/3/2018,913,"412,446",0.22
South Dakota,11/17/2018,322,11/10/2018,"1,079","412,446",0.26
South Dakota,11/24/2018,291,11/17/2018,"1,105","412,446",0.27
South Dakota,12/1/2018,529,11/24/2018,"1,448","412,446",0.35
South Dakota,12/8/2018,662,12/1/2018,"1,644","412,446",0.4
South Dakota,12/15/2018,433,12/8/2018,"2,085","412,446",0.51
South Dakota,12/22/2018,430,12/15/2018,"2,269","412,446",0.55
South Dakota,12/29/2018,431,12/22/2018,"2,418","412,446",0.59
South Dakota,1/5/2019,354,12/29/2018,"2,777","412,446",0.67
South Dakota,1/12/2019,548,1/5/2019,"3,022","413,159",0.73
South Dakota,1/19/2019,331,1/12/2019,"3,085","413,159",0.75
South Dakota,1/26/2019,274,1/19/2019,"3,140","413,159",0.76
South Dakota,2/2/2019,318,1/26/2019,"3,283","413,159",0.79
South Dakota,2/9/2019,334,2/2/2019,"3,375","413,159",0.82
South Dakota,2/16/2019,280,2/9/2019,"3,352","413,159",0.81
South Dakota,2/23/2019,239,2/16/2019,"3,401","413,159",0.82
South Dakota,3/2/2019,221,2/23/2019,"3,346","413,159",0.81
South Dakota,3/9/2019,214,3/2/2019,"3,421","413,159",0.83
South Dakota,3/16/2019,143,3/9/2019,"3,312","413,159",0.8
South Dakota,3/23/2019,171,3/16/2019,"3,249","413,159",0.79
South Dakota,3/30/2019,149,3/23/2019,"2,922","413,159",0.71
South Dakota,4/6/2019,143,3/30/2019,"2,666","413,159",0.65
South Dakota,4/13/2019,81,4/6/2019,"2,127","414,529",0.51
South Dakota,4/20/2019,179,4/13/2019,"1,955","414,529",0.47
South Dakota,4/27/2019,126,4/20/2019,"1,673","414,529",0.4
South Dakota,5/4/2019,167,4/27/2019,"1,359","414,529",0.33
South Dakota,5/11/2019,187,5/4/2019,"1,183","414,529",0.29
South Dakota,5/18/2019,164,5/11/2019,"1,114","414,529",0.27
South Dakota,5/25/2019,280,5/18/2019,"1,050","414,529",0.25
South Dakota,6/1/2019,205,5/25/2019,"1,117","414,529",0.27
South Dakota,6/8/2019,208,6/1/2019,"1,183","414,529",0.29
South Dakota,6/15/2019,204,6/8/2019,"1,017","414,529",0.25
South Dakota,6/22/2019,157,6/15/2019,"1,041","414,529",0.25
South Dakota,6/29/2019,180,6/22/2019,"1,044","414,529",0.25
South Dakota,7/6/2019,152,6/29/2019,967,"414,529",0.23
South Dakota,7/13/2019,204,7/6/2019,"1,195","415,624",0.29
South Dakota,7/20/2019,204,7/13/2019,"1,117","415,624",0.27
South Dakota,7/27/2019,150,7/20/2019,"1,174","415,624",0.28
South Dakota,8/3/2019,136,7/27/2019,"1,137","415,624",0.27
South Dakota,8/10/2019,134,8/3/2019,"1,084","415,624",0.26
South Dakota,8/17/2019,158,8/10/2019,"1,090","415,624",0.26
South Dakota,8/24/2019,144,8/17/2019,"1,038","415,624",0.25
South Dakota,8/31/2019,122,8/24/2019,876,"415,624",0.21
South Dakota,9/7/2019,103,8/31/2019,812,"415,624",0.2
South Dakota,9/14/2019,151,9/7/2019,825,"415,624",0.2
South Dakota,9/21/2019,124,9/14/2019,846,"415,624",0.2
South Dakota,9/28/2019,147,9/21/2019,804,"415,624",0.19
South Dakota,10/5/2019,185,9/28/2019,804,"415,624",0.19
South Dakota,10/12/2019,156,10/5/2019,785,"416,296",0.19
South Dakota,10/19/2019,174,10/12/2019,792,"416,296",0.19
South Dakota,10/26/2019,206,10/19/2019,856,"416,296",0.21
South Dakota,11/2/2019,273,10/26/2019,863,"416,296",0.21
South Dakota,11/9/2019,318,11/2/2019,944,"416,296",0.23
South Dakota,11/16/2019,406,11/9/2019,"1,105","416,296",0.27
South Dakota,11/23/2019,359,11/16/2019,"1,294","416,296",0.31
South Dakota,11/30/2019,328,11/23/2019,"1,402","416,296",0.34
South Dakota,12/7/2019,630,11/30/2019,"1,717","416,296",0.41
South Dakota,12/14/2019,529,12/7/2019,"2,019","416,296",0.48
South Dakota,12/21/2019,489,12/14/2019,"2,361","416,296",0.57
South Dakota,12/28/2019,241,12/21/2019,"2,416","416,296",0.58
South Dakota,1/4/2020,398,12/28/2019,"2,798","416,296",0.67
South Dakota,1/11/2020,468,1/4/2020,"2,970","417,030",0.71
South Dakota,1/18/2020,338,1/11/2020,"2,995","417,030",0.72
South Dakota,1/25/2020,291,1/18/2020,"3,071","417,030",0.74
South Dakota,2/1/2020,217,1/25/2020,"3,155","417,030",0.76
South Dakota,2/8/2020,223,2/1/2020,"3,117","417,030",0.75
South Dakota,2/15/2020,194,2/8/2020,"3,196","417,030",0.77
South Dakota,2/22/2020,191,2/15/2020,"3,164","417,030",0.76
South Dakota,2/29/2020,159,2/22/2020,"3,116","417,030",0.75
South Dakota,3/7/2020,185,2/29/2020,"3,059","417,030",0.73
South Dakota,3/14/2020,190,3/7/2020,"2,870","417,030",0.69
South Dakota,3/21/2020,"1,761",3/14/2020,"2,674","417,030",0.64
South Dakota,3/28/2020,"6,801",3/21/2020,"3,538","417,030",0.85
South Dakota,4/4/2020,"8,138",3/28/2020,"7,568","417,030",1.81
South Dakota,4/11/2020,"6,359",4/4/2020,"14,431","417,997",3.45
South Dakota,4/18/2020,"5,295",4/11/2020,"19,664","417,997",4.7
South Dakota,4/25/2020,"5,535",4/18/2020,"22,707","417,997",5.43
South Dakota,5/2/2020,"3,929",4/25/2020,"23,791","417,997",5.69
South Dakota,5/9/2020,"5,269",5/2/2020,"23,388","417,997",5.6
South Dakota,5/16/2020,"3,891",5/9/2020,"25,186","417,997",6.03
South Dakota,5/23/2020,"3,471",5/16/2020,"22,454","417,997",5.37
South Dakota,5/30/2020,"1,498",5/23/2020,"19,629","417,997",4.7
South Dakota,6/6/2020,880,5/30/2020,"20,573","417,997",4.92
South Dakota,6/13/2020,"1,065",6/6/2020,"18,649","417,997",4.46
South Dakota,6/20/2020,910,6/13/2020,"17,163","417,997",4.11
South Dakota,6/27/2020,644,6/20/2020,"17,142","417,997",4.1
South Dakota,7/4/2020,835,6/27/2020,"15,942","417,997",3.81
South Dakota,7/11/2020,"1,216",7/4/2020,"18,722","418,749",4.47
South Dakota,7/18/2020,772,7/11/2020,"16,600","418,749",3.96
South Dakota,7/25/2020,808,7/18/2020,"15,643","418,749",3.74
South Dakota,8/1/2020,775,7/25/2020,"15,464","418,749",3.69
South Dakota,8/8/2020,973,8/1/2020,"14,715","418,749",3.51
Texas,1/3/2015,"13,471",12/27/2014,"144,823","10,913,129",1.33
Texas,1/10/2015,"25,783",1/3/2015,"140,712","10,913,129",1.29
Texas,1/17/2015,"19,674",1/10/2015,"146,275","10,995,551",1.33
Texas,1/24/2015,"17,117",1/17/2015,"138,914","10,995,551",1.26
Texas,1/31/2015,"17,981",1/24/2015,"146,373","10,995,551",1.33
Texas,2/7/2015,"20,418",1/31/2015,"140,062","10,995,551",1.27
Texas,2/14/2015,"17,999",2/7/2015,"144,077","10,995,551",1.31
Texas,2/21/2015,"17,182",2/14/2015,"146,142","10,995,551",1.33
Texas,2/28/2015,"17,136",2/21/2015,"150,006","10,995,551",1.36
Texas,3/7/2015,"19,075",2/28/2015,"151,623","10,995,551",1.38
Texas,3/14/2015,"17,302",3/7/2015,"152,495","10,995,551",1.39
Texas,3/21/2015,"19,337",3/14/2015,"159,807","10,995,551",1.45
Texas,3/28/2015,"18,361",3/21/2015,"157,749","10,995,551",1.43
Texas,4/4/2015,"18,356",3/28/2015,"158,860","10,995,551",1.44
Texas,4/11/2015,"21,023",4/4/2015,"153,084","10,995,551",1.39
Texas,4/18/2015,"18,860",4/11/2015,"164,025","11,081,594",1.48
Texas,4/25/2015,"17,372",4/18/2015,"166,152","11,081,594",1.5
Texas,5/2/2015,"17,228",4/25/2015,"166,681","11,081,594",1.5
Texas,5/9/2015,"17,348",5/2/2015,"163,074","11,081,594",1.47
Texas,5/16/2015,"17,021",5/9/2015,"165,610","11,081,594",1.49
Texas,5/23/2015,"17,595",5/16/2015,"169,900","11,081,594",1.53
Texas,5/30/2015,"15,015",5/23/2015,"169,756","11,081,594",1.53
Texas,6/6/2015,"18,504",5/30/2015,"174,319","11,081,594",1.57
