state,date,state_new_cases_per_100000,state_new_deaths_per_100000
Virginia,8/8/2020,14.06820884,0.179458553
Utah,8/8/2020,13.77908765,0.112980384
Nebraska,8/8/2020,13.72837485,0.146860536
Illinois,8/8/2020,13.72837198,0.156972564
Indiana,8/8/2020,13.16094355,0.138760962
Minnesota,8/8/2020,12.50819378,0.109475337
Maryland,8/8/2020,12.33125321,0.167852565
Kentucky,8/8/2020,12.32463609,0.102305669
Hawaii,8/8/2020,11.55536059,0.050284424
Montana,8/8/2020,10.86585975,0.188269847
South Dakota,8/8/2020,9.87751077,0.194311687
Rhode Island,8/8/2020,9.674100366,0.094579194
Ohio,8/8/2020,9.632624038,0.186981918
Washington,8/8/2020,9.44470428,0.181993499
Alaska,8/8/2020,9.24048627,0.038744177
Delaware,8/8/2020,9.231636834,0.073853095
District of Columbia,8/8/2020,9.110903901,0.101684195
New Mexico,8/8/2020,8.992366783,0.204526917
Colorado,8/8/2020,7.667621428,0.03260683
Oregon,8/8/2020,7.475713901,0.102266948
Michigan,8/8/2020,6.944265304,0.111712301
West Virginia,8/8/2020,6.526473274,0.11866315
Wyoming,8/8/2020,6.082846891,0.04945404
Pennsylvania,8/8/2020,5.797025792,0.101506513
Massachusetts,8/8/2020,5.528298919,0.196626132
New Jersey,8/8/2020,3.848643129,0.101026882
New York,8/8/2020,3.346602219,0.054095361
New Hampshire,8/8/2020,2.148452598,0.031594891
Connecticut,8/8/2020,2.039293996,0.035987541
Maine,8/8/2020,0.971306123,0.037357928
Vermont,8/8/2020,0.752721258,0.022809735
Northern Mariana Islands,8/8/2020,,
Guam,8/8/2020,,
Virgin Islands,8/8/2020,,
American Samoa,8/8/2020,,
Louisiana,8/7/2020,38.21599894,0.790929546
Mississippi,8/7/2020,31.99604319,0.884925697
Florida,8/7/2020,31.98558774,0.72705188
Alabama,8/7/2020,30.91617715,0.453016398
Georgia,8/7/2020,30.76199145,0.495679272
Nevada,8/7/2020,30.3426283,0.423713972
Tennessee,8/7/2020,27.05841118,0.308081419
Texas,8/7/2020,26.3850634,0.765505791
Arkansas,8/7/2020,26.2030571,0.322324147
Idaho,8/7/2020,26.13307951,0.333891013
South Carolina,8/7/2020,25.85919442,0.702466436
Arizona,8/7/2020,21.99734104,0.770892962
Oklahoma,8/7/2020,20.89737487,0.213756088
Puerto Rico,8/7/2020,17.45948137,0.205668667
Missouri,8/7/2020,16.83799087,0.137576715
California,8/7/2020,16.70571124,0.33188959
North Dakota,8/7/2020,16.12618571,0.131565618
North Carolina,8/7/2020,15.18738166,0.299922928
Iowa,8/7/2020,14.87800556,0.194631652
Utah,8/7/2020,14.36658564,0.140095676
Wisconsin,8/7/2020,14.32117812,0.137609124
Nebraska,8/7/2020,14.01715943,0.146860536
Kansas,8/7/2020,13.60609639,0.103039316
Virginia,8/7/2020,13.40739884,0.239837132
Illinois,8/7/2020,13.11057282,0.145760238
Indiana,8/7/2020,13.02218258,0.123817474
Maryland,8/7/2020,12.90809864,0.170216685
Minnesota,8/7/2020,12.02191961,0.104383461
Kentucky,8/7/2020,11.65325514,0.092714513
Washington,8/7/2020,10.9651083,0.204742686
Montana,8/7/2020,10.65069421,0.134478462
Alaska,8/7/2020,10.57716039,0.038744177
Hawaii,8/7/2020,10.0971123,0.050284424
South Dakota,8/7/2020,9.828932848,0.226696968
Delaware,8/7/2020,9.70429664,0.044311857
Rhode Island,8/7/2020,9.674100366,0.094579194
District of Columbia,8/7/2020,9.415956487,0.081347356
New Mexico,8/7/2020,9.305974722,0.224979609
Ohio,8/7/2020,9.18533396,0.199202958
Colorado,8/7/2020,7.735343305,0.047656136
Oregon,8/7/2020,7.305268987,0.088631355
Michigan,8/7/2020,6.997144048,0.105757488
West Virginia,8/7/2020,6.906195356,0.087019644
Wyoming,8/7/2020,6.775203448,0.04945404
Pennsylvania,8/7/2020,5.846105864,0.0992756
Massachusetts,8/7/2020,5.544856909,0.206974875
New Jersey,8/7/2020,3.85024673,0.084189068
New York,8/7/2020,3.383153139,0.051902306
New Hampshire,8/7/2020,2.064199555,0.042126522
Connecticut,8/7/2020,2.039293996,0.035987541
Maine,8/7/2020,1.11006414,0.024905285
Vermont,8/7/2020,0.775530994,0.022809735
Northern Mariana Islands,8/7/2020,,
Virgin Islands,8/7/2020,,
Guam,8/7/2020,,
American Samoa,8/7/2020,,
Louisiana,8/6/2020,39.13261884,0.677501666
Florida,8/6/2020,32.87159838,0.778696709
Mississippi,8/6/2020,32.62744963,1.02364378
Nevada,8/6/2020,31.69851301,0.466085369
Alabama,8/6/2020,31.65269413,0.435480279
Georgia,8/6/2020,30.70359636,0.482099018
Tennessee,8/6/2020,28.44266742,0.322852446
Texas,8/6/2020,27.71897466,0.686864754
South Carolina,8/6/2020,25.92101147,0.772713079
Idaho,8/6/2020,25.72589535,0.374609429
Arizona,8/6/2020,25.61276927,0.748981276
Arkansas,8/6/2020,24.97538131,0.346024452
Oklahoma,8/6/2020,20.50971552,0.206510119
Missouri,8/6/2020,17.80102788,0.109595011
California,8/6/2020,17.48108333,0.359336389
North Dakota,8/6/2020,16.4644973,0.112770529
North Carolina,8/6/2020,15.5051899,0.280661823
Nebraska,8/6/2020,15.21672617,0.138221681
Puerto Rico,8/6/2020,15.03169689,0.196726551
Iowa,8/6/2020,14.81916343,0.212736922
Utah,8/6/2020,14.54735426,0.135576461
Wisconsin,8/6/2020,13.93538111,0.144981041
Maryland,8/6/2020,13.77809503,0.1489396
Kansas,8/6/2020,13.4049244,0.103039316
Illinois,8/6/2020,12.97266121,0.135669145
Minnesota,8/6/2020,12.59730162,0.109475337
Kentucky,8/6/2020,12.36619777,0.092714513
Indiana,8/6/2020,12.30062558,0.14303053
Alaska,8/6/2020,11.70074152,0.038744177
Virginia,8/6/2020,11.67822343,0.264994873
Montana,8/6/2020,10.59690283,0.134478462
Delaware,8/6/2020,9.9849384,0.088623714
Washington,8/6/2020,9.694945341,0.168723139
Ohio,8/6/2020,9.587406189,0.215090311
South Dakota,8/6/2020,9.521272677,0.194311687
New Mexico,8/6/2020,9.442326,0.231797173
District of Columbia,8/6/2020,9.375282809,0.061010517
Hawaii,8/6/2020,9.3026184,0.030170654
Rhode Island,8/6/2020,8.930978131,0.094579194
Colorado,8/6/2020,8.106559521,0.07524653
West Virginia,8/6/2020,7.143521656,0.09493052
Oregon,8/6/2020,7.134824074,0.07840466
Michigan,8/6/2020,6.967131788,0.09003678
Wyoming,8/6/2020,6.602114309,0.02472702
Pennsylvania,8/6/2020,6.068081645,0.098160144
Massachusetts,8/6/2020,5.745622538,0.229742112
New Jersey,8/6/2020,4.37943516,0.10289775
New York,8/6/2020,3.331981851,0.053364343
Connecticut,8/6/2020,2.299204016,0.023991694
New Hampshire,8/6/2020,2.085262816,0.042126522
Maine,8/6/2020,1.184779996,0.037357928
Vermont,8/6/2020,0.866769934,0.022809735
Northern Mariana Islands,8/6/2020,,
American Samoa,8/6/2020,,
Guam,8/6/2020,,
Virgin Islands,8/6/2020,,
Louisiana,8/5/2020,40.37419429,0.652976719
Mississippi,8/5/2020,36.54503961,1.152795098
Florida,8/5/2020,34.4182604,0.867901414
Nevada,8/5/2020,33.05910565,0.517872632
Alabama,8/5/2020,31.77544696,0.458861771
Georgia,8/5/2020,31.7642142,0.464444688
Texas,8/5/2020,28.87021972,0.619173735
Tennessee,8/5/2020,28.01430764,0.261658191
Arizona,8/5/2020,27.7481627,0.952162367
South Carolina,8/5/2020,27.04776763,0.783952542
Arkansas,8/5/2020,25.24082472,0.350764513
Idaho,8/5/2020,24.70793494,0.358322062
Oklahoma,8/5/2020,21.5241512,0.217379073
Missouri,8/5/2020,20.22144535,0.135244907
California,8/5/2020,16.50166596,0.32502789
Puerto Rico,8/5/2020,16.05109811,0.156487029
North Carolina,8/5/2020,15.60975019,0.27103127
North Dakota,8/5/2020,15.59992324,0.112770529
Nebraska,8/5/2020,15.30558296,0.172777102
Iowa,8/5/2020,14.54305807,0.208210604
Maryland,8/5/2020,14.51806479,0.137118997
Wisconsin,8/5/2020,14.47598839,0.144981041
Utah,8/5/2020,14.16322095,0.158172538
Kansas,8/5/2020,13.07617991,0.112852585
Kentucky,8/5/2020,12.83296739,0.089517461
Illinois,8/5/2020,12.76971811,0.130062982
Alaska,8/5/2020,12.5918576,0.058116266
Minnesota,8/5/2020,12.3019728,0.104383461
Indiana,8/5/2020,12.11703415,0.160108802
Virginia,8/5/2020,11.83420143,0.249900229
Ohio,8/5/2020,10.28033918,0.212646103
Delaware,8/5/2020,10.25080954,0.088623714
Montana,8/5/2020,10.12622821,0.147926308
New Mexico,8/5/2020,9.749116376,0.238614736
Washington,8/5/2020,9.666508857,0.130807827
Rhode Island,8/5/2020,9.201204398,0.067556567
Hawaii,8/5/2020,9.031082512,0.010056885
District of Columbia,8/5/2020,9.029556545,0.061010517
South Dakota,8/5/2020,8.5335216,0.129541125
Colorado,8/5/2020,8.006230814,0.072738313
Oregon,8/5/2020,7.69388339,0.092040253
Wyoming,8/5/2020,7.294470865,0.02472702
Michigan,8/5/2020,7.030014618,0.080032693
West Virginia,8/5/2020,7.001125876,0.102841397
Pennsylvania,8/5/2020,6.14281721,0.092582863
Massachusetts,8/5/2020,6.12438656,0.163510151
New Jersey,8/5/2020,4.373020755,0.110381223
New York,8/5/2020,3.386077212,0.070177766
Connecticut,8/5/2020,2.73905174,0.047983388
New Hampshire,8/5/2020,2.169515859,0.073721413
Maine,8/5/2020,1.366232788,0.04981057
Vermont,8/5/2020,0.684292053,0.022809735
Northern Mariana Islands,8/5/2020,,
Virgin Islands,8/5/2020,,
American Samoa,8/5/2020,,
Guam,8/5/2020,,
Louisiana,8/4/2020,41.14979574,0.732682797
Mississippi,8/4/2020,38.81236275,1.018860397
Florida,8/4/2020,37.12592502,0.861865005
Nevada,8/4/2020,34.09955885,0.484917101
Alabama,8/4/2020,33.13157347,0.511470127
Georgia,8/4/2020,31.09334965,0.486173095
Arizona,8/4/2020,29.02501641,0.870491536
Texas,8/4/2020,28.63877616,0.596775971
South Carolina,8/4/2020,28.32625655,0.792382139
Tennessee,8/4/2020,28.26963539,0.248997311
Arkansas,8/4/2020,24.6483171,0.293883781
Idaho,8/4/2020,24.56134865,0.407184162
Missouri,8/4/2020,21.54824452,0.135244907
Oklahoma,8/4/2020,20.6075361,0.206510119
California,8/4/2020,20.19614964,0.36294781
North Carolina,8/4/2020,16.53015587,0.276534443
Puerto Rico,8/4/2020,15.57716597,0.125189623
Nebraska,8/4/2020,14.96496525,0.129582826
Maryland,8/4/2020,14.96488359,0.170216685
Iowa,8/4/2020,14.95042664,0.221789557
North Dakota,8/4/2020,14.88570989,0.131565618
Wisconsin,8/4/2020,14.44158611,0.135151818
Utah,8/4/2020,13.79264529,0.158172538
Kansas,8/4/2020,13.36567132,0.137385755
Kentucky,8/4/2020,13.06315514,0.102305669
Alaska,8/4/2020,12.86306684,0.058116266
Minnesota,8/4/2020,12.42672376,0.101837523
Illinois,8/4/2020,12.36158944,0.116608191
Virginia,8/4/2020,12.17131516,0.249900229
Indiana,8/4/2020,11.90569054,0.15370445
Montana,8/4/2020,11.29619083,0.174822001
New Mexico,8/4/2020,10.56040648,0.218162045
Ohio,8/4/2020,10.52109367,0.229755559
Washington,8/4/2020,9.808691278,0.134599358
Delaware,8/4/2020,9.763379116,0.103394333
South Dakota,8/4/2020,9.505080036,0.210504328
District of Columbia,8/4/2020,9.212588097,0.081347356
Rhode Island,8/4/2020,8.985023385,0.08106788
Hawaii,8/4/2020,8.387441888,0.010056885
Oregon,8/4/2020,7.809785931,0.102266948
Colorado,8/4/2020,7.725310435,0.105345142
Michigan,8/4/2020,7.455902879,0.071457762
West Virginia,8/4/2020,7.428313218,0.126574027
Wyoming,8/4/2020,7.294470865,0.02472702
Pennsylvania,8/4/2020,6.292288338,0.104852881
Massachusetts,8/4/2020,6.252710983,0.219393368
New Jersey,8/4/2020,4.289633487,0.110381223
Connecticut,8/4/2020,4.130569997,0.05598062
New York,8/4/2020,3.443827666,0.052633325
New Hampshire,8/4/2020,2.032604664,0.094784673
Maine,8/4/2020,1.483643418,0.037357928
Vermont,8/4/2020,0.593053113,0.022809735
Northern Mariana Islands,8/4/2020,,
American Samoa,8/4/2020,,
Guam,8/4/2020,,
Virgin Islands,8/4/2020,,
Mississippi,8/3/2020,39.91254064,1.018860397
Florida,8/3/2020,39.66389948,0.822292994
Nevada,8/3/2020,34.68805048,0.508456766
Alabama,8/3/2020,33.74533762,0.415021474
Louisiana,8/3/2020,33.50414346,0.729617178
Georgia,8/3/2020,33.39656073,0.452222459
Arizona,8/3/2020,31.21419307,0.946186452
Tennessee,8/3/2020,29.85224542,0.240556724
South Carolina,8/3/2020,29.59912573,0.806431468
Texas,8/3/2020,28.01611833,0.614694182
Arkansas,8/3/2020,24.41131405,0.317584086
Idaho,8/3/2020,24.25188868,0.390896795
Missouri,8/3/2020,22.67683994,0.135244907
Oklahoma,8/3/2020,21.43719957,0.19926415
California,8/3/2020,21.20987551,0.342001568
North Carolina,8/3/2020,17.49183535,0.282037616
Nebraska,8/3/2020,15.23153563,0.129582826
Puerto Rico,8/3/2020,15.02275478,0.129660681
North Dakota,8/3/2020,15.01727551,0.112770529
Maryland,8/3/2020,14.81830811,0.179673168
Wisconsin,8/3/2020,14.5251345,0.137609124
Iowa,8/3/2020,14.5249528,0.217263239
Utah,8/3/2020,14.09995194,0.149134107
Alaska,8/3/2020,13.90915963,0.077488354
Kansas,8/3/2020,12.89463445,0.16682556
Kentucky,8/3/2020,12.53883859,0.111896826
Minnesota,8/3/2020,12.11102744,0.101837523
Illinois,8/3/2020,11.9164601,0.128941749
Virginia,8/3/2020,11.79730341,0.228096853
Indiana,8/3/2020,11.79681655,0.157974018
Montana,8/3/2020,11.47101283,0.228613386
New Mexico,8/3/2020,11.09899403,0.2454323
Ohio,8/3/2020,10.73740609,0.238310288
Washington,8/3/2020,10.22575971,0.15545278
Rhode Island,8/3/2020,9.876770066,0.08106788
Delaware,8/3/2020,9.586131689,0.088623714
South Dakota,8/3/2020,9.326960989,0.194311687
District of Columbia,8/3/2020,9.253261775,0.081347356
Colorado,8/3/2020,8.535464743,0.112869795
Wyoming,8/3/2020,8.110462521,0.04945404
Oregon,8/3/2020,7.765470254,0.132947032
West Virginia,8/3/2020,7.744748285,0.102841397
Michigan,8/3/2020,7.433036395,0.088607625
Hawaii,8/3/2020,7.411924066,0
Pennsylvania,8/3/2020,6.580076034,0.103737425
Massachusetts,8/3/2020,5.652483844,0.23181186
New Jersey,8/3/2020,4.493290853,0.129089905
Connecticut,8/3/2020,4.314506318,0.075973698
New York,8/3/2020,3.288851766,0.054095361
New Hampshire,8/3/2020,2.306427054,0.084253043
Maine,8/3/2020,1.472969725,0.053368468
Vermont,8/3/2020,0.570243378,0.022809735
Northern Mariana Islands,8/3/2020,,
American Samoa,8/3/2020,,
Guam,8/3/2020,,
Virgin Islands,8/3/2020,,
Florida,8/2/2020,42.44064743,0.824975842
Mississippi,8/2/2020,40.17562666,1.004510251
Louisiana,8/2/2020,37.31777274,0.748010889
Alabama,8/2/2020,35.51064023,0.450093712
Nevada,8/2/2020,34.65980288,0.461377436
Georgia,8/2/2020,34.25483279,0.464444688
Tennessee,8/2/2020,33.11031193,0.223675551
Arizona,8/2/2020,32.77390674,1.07134866
South Carolina,8/2/2020,29.75366834,0.803621602
Texas,8/2/2020,26.90767789,0.887449172
Oklahoma,8/2/2020,25.14351276,0.195641166
Arkansas,8/2/2020,24.58669631,0.298623842
Idaho,8/2/2020,23.87727925,0.415327845
Missouri,8/2/2020,23.37405076,0.156231185
California,8/2/2020,21.62771692,0.34236271
North Carolina,8/2/2020,17.05020572,0.228381679
Nebraska,8/2/2020,15.43146342,0.118475727
Maryland,8/2/2020,15.42825123,0.177309047
Iowa,8/2/2020,15.23558464,0.221789557
Wisconsin,8/2/2020,14.98219338,0.137609124
North Dakota,8/2/2020,14.73534918,0.112770529
Alaska,8/2/2020,14.62592691,0.077488354
Puerto Rico,8/2/2020,14.61141745,0.129660681
Utah,8/2/2020,14.4705276,0.167210968
New Mexico,8/2/2020,13.45787114,0.272702556
Kentucky,8/2/2020,13.11750503,0.134276191
Kansas,8/2/2020,12.66402265,0.147199023
Minnesota,8/2/2020,12.20522715,0.101837523
Virginia,8/2/2020,12.10087349,0.234805584
Illinois,8/2/2020,11.84133751,0.139032843
Indiana,8/2/2020,11.70929041,0.15370445
Montana,8/2/2020,11.45756499,0.201717693
Ohio,8/2/2020,10.94760798,0.271307097
Rhode Island,8/2/2020,10.78202806,0.067556567
Washington,8/2/2020,10.49874996,0.180097733
District of Columbia,8/2/2020,10.0463985,0.101684195
Delaware,8/2/2020,9.733837878,0.088623714
South Dakota,8/2/2020,9.06787874,0.194311687
Colorado,8/2/2020,8.505366131,0.125410884
Wyoming,8/2/2020,8.234097621,0.02472702
Oregon,8/2/2020,7.973413048,0.126129236
West Virginia,8/2/2020,7.665639518,0.110752274
Michigan,8/2/2020,7.284404251,0.081461849
Pennsylvania,8/2/2020,7.01398849,0.107083794
Massachusetts,8/2/2020,5.838761232,0.225602614
Hawaii,8/2/2020,5.621798579,0
New Jersey,8/2/2020,4.789957094,0.142185982
Connecticut,8/2/2020,4.134568612,0.075973698
New York,8/2/2020,3.334905924,0.058481472
New Hampshire,8/2/2020,2.085262816,0.084253043
Maine,8/2/2020,1.537011887,0.042694775
Vermont,8/2/2020,0.593053113,0.022809735
Northern Mariana Islands,8/2/2020,,
American Samoa,8/2/2020,,
Guam,8/2/2020,,
Virgin Islands,8/2/2020,,
Florida,8/1/2020,43.94304246,0.835036523
Mississippi,8/1/2020,42.57210111,1.028427162
Louisiana,8/1/2020,38.46124841,0.717354705
Tennessee,8/1/2020,36.69123088,0.21734511
Nevada,8/1/2020,34.17017784,0.470793302
Arizona,8/1/2020,33.78582825,1.073672627
Georgia,8/1/2020,33.71162263,0.449506409
Alabama,8/1/2020,32.78961916,0.429634906
South Carolina,8/1/2020,29.75928807,0.803621602
Oklahoma,8/1/2020,27.71583179,0.192018181
Texas,8/1/2020,27.10228957,0.931249243
Idaho,8/1/2020,26.74385575,0.415327845
Missouri,8/1/2020,24.71250897,0.177217464
Arkansas,8/1/2020,24.61039661,0.279663598
California,8/1/2020,21.72666985,0.338390147
North Carolina,8/1/2020,17.31435803,0.231133266
North Dakota,8/1/2020,16.27654642,0.075180353
Alaska,8/1/2020,15.43955463,0.077488354
Iowa,8/1/2020,15.42116366,0.217263239
Wisconsin,8/1/2020,15.06819908,0.137609124
Maryland,8/1/2020,14.9199653,0.172580806
Puerto Rico,8/1/2020,14.89756516,0.107305391
Nebraska,8/1/2020,14.77984692,0.118475727
Utah,8/1/2020,13.91466411,0.162691753
New Mexico,8/1/2020,13.68966831,0.299972812
Kansas,8/1/2020,12.67383591,0.142292389
Kentucky,8/1/2020,12.65712952,0.140670295
Minnesota,8/1/2020,12.46745877,0.089107833
Virginia,8/1/2020,12.06229828,0.234805584
Indiana,8/1/2020,11.95906014,0.162243586
Illinois,8/1/2020,11.92094503,0.124456819
Montana,8/1/2020,11.0541296,0.201717693
Ohio,8/1/2020,10.88039226,0.266418681
Washington,8/1/2020,10.79069786,0.18578503
Rhode Island,8/1/2020,10.78202806,0.067556567
Delaware,8/1/2020,10.36897449,0.088623714
District of Columbia,8/1/2020,9.924377464,0.081347356
South Dakota,8/1/2020,9.100264021,0.194311687
Colorado,8/1/2020,8.723581069,0.125410884
Michigan,8/1/2020,8.160476412,0.081461849
Wyoming,8/1/2020,7.986827422,0.02472702
Oregon,8/1/2020,7.925688472,0.136355931
West Virginia,8/1/2020,7.618174258,0.102841397
Pennsylvania,8/1/2020,7.086493142,0.105968338
Hawaii,8/1/2020,5.802822505,0
Massachusetts,8/1/2020,5.737343543,0.240090855
New Jersey,8/1/2020,5.085019734,0.151540323
Connecticut,8/1/2020,4.134568612,0.075973698
New York,8/1/2020,3.338561016,0.062867582
New Hampshire,8/1/2020,2.095794446,0.073721413
Maine,8/1/2020,1.569032968,0.042694775
Vermont,8/1/2020,0.570243378,0.022809735
Northern Mariana Islands,8/1/2020,,
American Samoa,8/1/2020,,
Guam,8/1/2020,,
Virgin Islands,8/1/2020,,
Florida,7/31/2020,45.65805321,0.798147359
Mississippi,7/31/2020,43.82534724,0.95667643
Louisiana,7/31/2020,38.46124841,0.717354705
Tennessee,7/31/2020,35.62138651,0.257437898
Arizona,7/31/2020,35.27582291,1.282829632
Alabama,7/31/2020,34.24803969,0.415021474
Nevada,7/31/2020,33.91124153,0.508456766
Georgia,7/31/2020,33.85828937,0.41962985
South Carolina,7/31/2020,29.24789251,0.918826098
Texas,7/31/2020,28.83289011,0.888942356
Idaho,7/31/2020,28.10385085,0.358322062
Oklahoma,7/31/2020,26.7050191,0.206510119
Missouri,7/31/2020,25.60559171,0.163226611
Arkansas,7/31/2020,24.94220088,0.279663598
California,7/31/2020,21.8025097,0.316721621
North Carolina,7/31/2020,17.29372113,0.210496367
North Dakota,7/31/2020,16.06980045,0.075180353
Maryland,7/31/2020,15.55591375,0.167852565
Nebraska,7/31/2020,15.08344097,0.118475727
Iowa,7/31/2020,15.02284772,0.208210604
Wisconsin,7/31/2020,14.80035275,0.137609124
Utah,7/31/2020,14.61514249,0.140095676
New Mexico,7/31/2020,14.48732329,0.27952012
Alaska,7/31/2020,14.35471767,0.077488354
Kansas,7/31/2020,13.78764186,0.166007787
Kentucky,7/31/2020,13.48836308,0.140670295
Minnesota,7/31/2020,12.66604194,0.086561895
Virginia,7/31/2020,12.61912295,0.179458553
Puerto Rico,7/31/2020,12.58155713,0.125189623
Montana,7/31/2020,12.46615345,0.188269847
Indiana,7/31/2020,11.86086007,0.172917506
Illinois,7/31/2020,11.68212248,0.128941749
Ohio,7/31/2020,11.50366532,0.234643976
Rhode Island,7/31/2020,10.78202806,0.067556567
Delaware,7/31/2020,10.56345431,0.103394333
District of Columbia,7/31/2020,9.700672234,0.081347356
Colorado,7/31/2020,9.603965472,0.120394448
Washington,7/31/2020,9.439016983,0.154820858
South Dakota,7/31/2020,9.132649302,0.129541125
Oregon,7/31/2020,8.140449063,0.136355931
Wyoming,7/31/2020,7.937373382,0.02472702
Michigan,7/31/2020,7.863212122,0.071457762
West Virginia,7/31/2020,7.325471821,0.102841397
Pennsylvania,7/31/2020,7.24488792,0.101506513
Hawaii,7/31/2020,5.651969234,0
Massachusetts,7/31/2020,5.437229974,0.229742112
New Jersey,7/31/2020,5.315938322,0.151540323
Connecticut,7/31/2020,4.134568612,0.075973698
New York,7/31/2020,3.336367961,0.067984711
New Hampshire,7/31/2020,2.19057912,0.084253043
Maine,7/31/2020,1.654422517,0.053368468
Vermont,7/31/2020,0.661482318,0.022809735
Northern Mariana Islands,7/31/2020,,
Virgin Islands,7/31/2020,,
American Samoa,7/31/2020,,
Guam,7/31/2020,,
Florida,7/30/2020,47.96329059,0.716320487
Mississippi,7/30/2020,45.56649834,0.837091876
Louisiana,7/30/2020,39.33494965,0.732682797
Arizona,7/30/2020,35.56465878,1.310717233
Georgia,7/30/2020,34.87273435,0.420987875
Alabama,7/30/2020,33.75702837,0.491011322
Tennessee,7/30/2020,33.51757024,0.227895844
Nevada,7/30/2020,32.50827749,0.433129838
South Carolina,7/30/2020,30.81298773,0.935685292
Idaho,7/30/2020,28.54360975,0.317603646
Oklahoma,7/30/2020,28.15421292,0.213756088
Texas,7/30/2020,27.47060835,0.909349207
